N;ID;Title;Weight;
907;#907-ST134;TeddyBear;30;
908;#908-A146;Quadcopter;99;
920;#920-A149;Quadcopter;99;
921;#921-V111;SpeedBoat;80;
923;#923-V112;Submarine;90;
925;#925-C128;SpeedCar;60;
937;#937-R90;SimpleRobot;55;
938;#938-D147;Barbie;40;
940;#940-R91;RF_Robot;65;
943;#943-ST140;Stitch;30;
947;#947-C132;RFCar;75;
950;#950-ST142;TeddyBear;30;
952;#952-V115;Submarine;90;
959;#959-V116;SpeedBoat;80;
971;#971-A154;Plane;90;
976;#976-A155;Helicopter;95;
992;#992-R96;SimpleRobot;55;
