N;ID;Title;Weight;
902;#902-R76;RF_Robot;65;
904;#904-A142;Plane;90;
912;#912-R78;SimpleRobot;55;
915;#915-ST134;Kitty;30;
923;#923-A146;Helicopter;95;
940;#940-D115;Barbie;40;
954;#954-TG175;RPG;55;
955;#955-ST141;TeddyBear;30;
960;#960-C152;SpeedCar;60;
962;#962-ST142;TeddyBear;30;
963;#963-TG177;Monopoly;35;
970;#970-C153;RFCar;75;
990;#990-D120;LOL;40;
991;#991-C157;RFCar;75;
994;#994-ST148;Kitty;30;
